TripID	SurveyYear	DayID	IndividualID	HouseholdID	PSUID	PersNo	TravDay	JourSeq	HowComp_B01ID	SeriesCall_B01ID	ShortWalkTrip_B01ID	NumStages	NumStages_B01ID	MainMode_B03ID	MainMode_B04ID	MainMode_B11ID	TripPurpose_B02ID	TripPurpose_B04ID	TripDisIncSW	TripDisIncSW_B01ID	TripDisExSW	TripDisExSW_B01ID	TripPurpFrom_B01ID	TripPurpTo_B01ID	TripPurpose_B01ID	JJXSC	JOTXSC	JTTXSC	JD	W5	W5xHh	TripStartHours	TripStartMinutes	TripStart	TripStart_B01ID	TripStart_B02ID	TripEndHours	TripEndMinutes	TripEnd	TripEnd_B01ID	TripEnd_B02ID	TripTotalTime	TripTotalTime_B01ID	TripTravTime	TripTravTime_B01ID	TripOrigGOR_B02ID	TripDestGOR_B02ID	TripOrigUA2009_B01ID	TripDestUA2009_B01ID	ShortWalkTrip_ImpBin	TripPurpFrom_ImpBin	TripPurpTo_ImpBin	TripPurpose_ImpBin	TripDis_ImpBin	TripTotalTime_ImpBin	TripTravTime_ImpBin	TripOrigUA2009_ImpBin	TripOrigUA1998_ImpBin	TripDestUA2009_ImpBin	TripDestUA1998_ImpBin	TripOrigCounty_ImpBin	TripDestCounty_ImpBin	TripOrigGOR_ImpBin	TripDestGOR_ImpBin
88	2002	24	4	1	1	4	3	5	2	2	2	1	1	7	4	6	8	7	1	2	1	2	8	10	10	1	8	8	1	.99989134073257	1.0123736621969	14	25	865	15	28	14	33	873	15	29	8	3	8	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
89	2002	24	4	1	1	4	3	6	2	2	2	1	1	7	4	6	4	3	.8	1	.8	1	10	20	21	1	6	6	.8	1.00631296634674	1.018875453317	15	8	908	16	30	15	14	914	16	30	6	2	6	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
90	2002	24	4	1	1	4	3	7	2	2	2	1	1	7	4	6	4	3	.5	1	.5	1	20	23	21	1	4	4	.5	1.00631296634674	1.018875453317	15	22	922	16	30	15	26	926	16	30	4	2	4	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
91	2002	24	4	1	1	4	3	8	2	2	2	1	1	7	4	6	5	4	3	4	3	4	23	5	6	1	15	15	3	1.11187028884888	1.1257505194366	15	40	940	16	31	15	55	955	16	31	15	4	15	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
92	2002	24	4	1	1	4	3	9	2	2	2	1	1	7	4	6	8	7	.5	1	.5	1	5	10	10	1	17	17	.5	.99989134073257	1.0123736621969	16	55	1015	17	34	17	12	1032	18	35	17	4	17	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
93	2002	24	4	1	1	4	3	10	2	2	2	1	1	7	4	6	8	7	3	4	3	4	10	23	10	1	28	28	3	.99989134073257	1.0123736621969	18	0	1080	19	39	18	28	1108	19	40	28	4	28	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
94	2002	26	4	1	1	4	5	1	2	2	2	1	1	7	4	6	9	7	4	4	4	4	23	9	11	1	15	15	4	1.03706002235413	1.050006345669	12	50	770	13	25	13	5	785	14	26	15	4	15	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
95	2002	26	4	1	1	4	5	2	2	2	2	1	1	7	4	6	9	7	4	4	4	4	9	23	11	1	12	12	4	1.03706002235413	1.050006345669	15	5	905	16	30	15	17	917	16	30	12	3	12	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
96	2002	27	4	1	1	4	6	1	2	2	2	1	1	7	4	6	8	7	3	4	3	4	23	10	10	1	14	14	3	1.06143081188202	1.0746813722843	12	18	738	13	24	12	32	752	13	25	14	3	14	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
97	2002	27	4	1	1	4	6	2	2	2	2	1	1	7	4	6	4	3	3	4	3	4	10	20	21	1	14	14	3	1.04229986667633	1.0553116025201	14	58	898	15	29	15	12	912	16	30	14	3	14	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
98	2002	27	4	1	1	4	6	3	2	2	2	1	1	7	4	6	4	3	.5	1	.5	1	20	23	21	1	9	9	.5	1.04229986667633	1.0553116025201	15	22	922	16	30	15	31	931	16	31	9	3	9	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
99	2002	28	4	1	1	4	7	1	2	2	2	1	1	7	4	6	8	7	3	4	3	4	23	10	10	1	15	15	3	1.14534175395966	1.1596398315377	12	25	745	13	24	12	40	760	13	25	15	4	15	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
100	2002	28	4	1	1	4	7	2	2	2	2	1	1	7	4	6	4	3	3	4	3	4	10	20	21	1	15	15	3	1.04927825927734	1.0623771111268	15	0	900	16	30	15	15	915	16	30	15	4	15	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
101	2002	28	4	1	1	4	7	3	2	2	2	1	1	7	4	6	4	3	.5	1	.5	1	20	23	21	1	10	10	.5	1.04927825927734	1.0623771111268	15	23	923	16	30	15	33	933	16	31	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
102	2002	29	5	2	1	1	1	1	2	2	2	1	1	27	12	21	7	6	3	4	3	4	23	6	7	1	10	10	3	1.01368761062622	1	14	5	845	15	28	14	15	855	15	28	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
103	2002	29	5	2	1	1	1	2	2	2	2	1	1	27	12	21	7	6	4	4	4	4	6	23	7	1	30	30	4	1.01368761062622	1	16	30	990	17	33	17	0	1020	18	35	30	5	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
104	2002	30	5	2	1	1	2	1	2	2	2	4	4	23	11	17	12	7	72.5	10	72.5	10	23	14	15	1	210	162	72.5	1.01368761062622	1	9	45	585	10	19	13	15	795	14	26	210	11	162	10	7	8	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
105	2002	33	5	2	1	1	5	1	2	2	2	4	4	23	11	17	12	7	72.5	10	72.5	10	14	23	15	1	170	139	72.5	1.01368761062622	1	9	20	560	10	18	12	10	730	13	24	170	10	139	9	8	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
106	2002	35	5	2	1	1	7	1	2	2	2	3	3	18	7	12	5	4	3.2	4	3	4	23	5	6	1	30	30	4.4	1.27588677406311	1.2586587432739	12	0	720	13	24	12	30	750	13	25	30	5	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
107	2002	35	5	2	1	1	7	2	2	2	2	3	3	18	7	12	5	4	3.2	4	3	4	5	23	6	1	45	30	4.4	1.27588677406311	1.2586587432739	14	0	840	15	28	14	45	885	15	29	45	6	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108	2002	36	6	3	1	1	1	1	2	2	2	1	1	13	3	9	1	1	7	5	7	5	23	1	1	1	27	27	7	1.2540020942688	1	7	18	438	8	10	7	45	465	8	12	27	4	27	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
109	2002	36	6	3	1	1	1	2	2	2	2	1	1	13	3	9	2	2	6.4	5	6.4	5	2	23	2	1	26	26	6.4	1.2540020942688	1	16	50	1010	17	34	17	16	1036	18	36	26	4	26	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
110	2002	36	6	3	1	1	1	3	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	23	18	19	1	5	5	.6	1.2540020942688	1	18	25	1105	19	40	18	30	1110	19	41	5	2	5	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
111	2002	36	6	3	1	1	1	4	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	18	23	19	1	8	8	.6	1.2540020942688	1	18	32	1112	19	41	18	40	1120	19	41	8	3	8	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
112	2002	37	6	3	1	1	2	1	2	2	2	1	1	13	3	9	1	1	7	5	7	5	23	1	1	1	25	25	7	1.28309071063995	1.0231966250328	7	20	440	8	10	7	45	465	8	12	25	4	25	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
113	2002	37	6	3	1	1	2	2	2	2	2	1	1	13	3	9	2	2	5.4	5	5.4	5	2	23	2	1	19	19	5.4	1.2540020942688	1	16	5	965	17	32	16	24	984	17	32	19	4	19	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
114	2002	38	6	3	1	1	3	1	2	2	2	1	1	13	3	9	1	1	7	5	7	5	23	1	1	1	27	27	7	1.26791453361511	1.011094430711	7	18	438	8	10	7	45	465	8	12	27	4	27	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
115	2002	38	6	3	1	1	3	2	2	2	2	1	1	13	3	9	2	2	1.4	2	1.4	2	2	23	2	1	10	10	1.4	1.2540020942688	1	15	21	921	16	30	15	31	931	16	31	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
116	2002	38	6	3	1	1	3	3	2	2	2	1	1	5	3	5	5	4	1.4	2	1.4	2	23	5	6	1	10	10	1.4	1.41169345378876	1.1257504754104	15	40	940	16	31	15	50	950	16	31	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
117	2002	38	6	3	1	1	3	4	2	2	2	1	1	5	3	5	5	4	1.2	2	1.2	2	5	23	6	1	25	25	1.2	1.41169345378876	1.1257504754104	16	20	980	17	32	16	45	1005	17	34	25	4	25	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118	2002	38	6	3	1	1	3	5	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	23	18	19	1	5	5	.6	1.34794950485229	1.0749180651395	18	25	1105	19	40	18	30	1110	19	41	5	2	5	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
119	2002	38	6	3	1	1	3	6	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	18	23	19	1	5	5	.6	1.34794950485229	1.0749180651395	18	35	1115	19	41	18	40	1120	19	41	5	2	5	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
120	2002	39	6	3	1	1	4	1	2	2	2	1	1	13	3	9	1	1	7	5	7	5	23	1	1	1	31	31	7	1.2948362827301	1.0325630943106	7	20	440	8	10	7	51	471	8	12	31	5	31	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
121	2002	39	6	3	1	1	4	2	2	2	2	1	1	13	3	9	2	2	2.8	3	2.8	3	2	23	2	1	12	12	2.8	1.2540020942688	1	15	10	910	16	30	15	22	922	16	30	12	3	12	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
122	2002	40	6	3	1	1	5	1	2	2	2	1	1	5	3	5	5	4	2.4	3	2.4	3	23	5	6	1	10	10	2.4	1.4633629322052	1.166954137392	13	40	820	14	27	13	50	830	14	27	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
123	2002	40	6	3	1	1	5	2	2	2	2	1	1	5	3	5	5	4	1.6	2	1.6	2	5	5	6	1	9	9	1.6	1.4633629322052	1.166954137392	14	13	853	15	28	14	22	862	15	28	9	3	9	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
124	2002	40	6	3	1	1	5	3	2	2	2	1	1	5	3	5	5	4	1.4	2	1.4	2	5	23	6	1	6	6	1.4	1.4633629322052	1.166954137392	15	0	900	16	30	15	6	906	16	30	6	2	6	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
125	2002	40	6	3	1	1	5	4	2	2	2	1	1	5	3	5	6	5	2.6	3	2.6	3	23	22	23	1	10	10	2.6	1.33842253684998	1.0673208146677	16	53	1013	17	34	17	3	1023	18	35	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
126	2002	40	6	3	1	1	5	5	2	2	2	1	1	5	3	5	6	5	2.6	3	2.6	3	22	23	23	1	11	11	2.6	1.33842253684998	1.0673208146677	17	3	1023	18	35	17	14	1034	18	35	11	3	11	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
127	2002	40	6	3	1	1	5	6	2	2	2	1	1	5	3	5	6	5	2.6	3	2.6	3	23	22	23	1	7	7	2.6	1.33842253684998	1.0673208146677	21	38	1298	22	47	21	45	1305	22	47	7	2	7	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128	2002	40	6	3	1	1	5	7	2	2	2	1	1	5	3	5	6	5	2.6	3	2.6	3	22	23	23	1	6	6	2.6	1.33842253684998	1.0673208146677	21	46	1306	22	47	21	52	1312	22	47	6	2	6	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
129	2002	41	6	3	1	1	6	1	2	2	2	1	1	5	3	5	8	7	1.2	2	1.2	2	23	10	10	1	7	7	1.2	1.34765267372131	1.0746813580938	10	20	620	11	20	10	27	627	11	20	7	2	7	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
130	2002	41	6	3	1	1	6	2	2	2	2	1	1	5	3	5	8	7	1.2	2	1.2	2	10	23	10	1	8	8	1.2	1.34765267372131	1.0746813580938	11	42	702	12	23	11	50	710	12	23	8	3	8	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
131	2002	42	6	3	1	1	7	1	2	2	2	1	1	13	3	9	1	1	7	5	7	5	23	1	1	1	28	28	7	1.3177193403244	1.0508111161431	7	20	440	8	10	7	48	468	8	12	28	4	28	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
132	2002	42	6	3	1	1	7	2	2	2	2	1	1	13	3	9	2	2	2.9	3	2.9	3	2	23	2	1	11	11	2.9	1.2540020942688	1	16	15	975	17	32	16	26	986	17	32	11	3	11	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
133	2002	42	6	3	1	1	7	3	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	23	18	19	1	5	5	.6	1.39838707447052	1.1151393453501	18	0	1080	19	39	18	5	1085	19	39	5	2	5	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
134	2002	42	6	3	1	1	7	4	2	2	2	1	1	5	3	5	6	5	.6	1	.6	1	18	23	19	1	4	4	.6	1.39838707447052	1.1151393453501	18	7	1087	19	39	18	11	1091	19	39	4	2	4	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
135	2002	43	7	3	1	2	1	1	2	2	2	1	1	23	11	17	1	1	7	5	7	5	23	1	1	1	55	30	7	1.2540020942688	1	8	15	495	9	14	9	10	550	10	17	55	6	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
136	2002	43	7	3	1	2	1	2	2	2	2	2	2	23	11	17	1	1	7.6	5	7.6	5	1	23	1	1	50	33	7.6	1.2540020942688	1	17	50	1070	18	38	18	40	1120	19	41	50	6	33	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
137	2002	44	7	3	1	2	2	1	2	2	2	1	1	23	11	17	1	1	7	5	7	5	23	1	1	1	55	30	7	1.28309071063995	1.0231966250328	8	15	495	9	14	9	10	550	10	17	55	6	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138	2002	44	7	3	1	2	2	2	2	2	2	1	1	23	11	17	1	1	7	5	7	5	1	23	1	1	50	35	7	1.28309071063995	1.0231966250328	17	30	1050	18	37	18	20	1100	19	40	50	6	35	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
139	2002	45	7	3	1	2	3	1	2	2	2	1	1	23	11	17	1	1	7	5	7	5	23	1	1	1	55	30	7	1.26791453361511	1.011094430711	8	15	495	9	14	9	10	550	10	17	55	6	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
140	2002	45	7	3	1	2	3	2	2	2	2	2	2	23	11	17	1	1	7.6	5	7.6	5	1	23	1	1	40	30	7.6	1.26791453361511	1.011094430711	17	55	1075	18	38	18	35	1115	19	41	40	5	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
141	2002	46	7	3	1	2	4	1	2	2	2	1	1	23	11	17	1	1	7	5	7	5	23	1	1	1	55	30	7	1.2948362827301	1.0325630943106	8	15	495	9	14	9	10	550	10	17	55	6	30	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
142	2002	46	7	3	1	2	4	2	2	2	2	2	2	23	11	17	1	1	7.6	5	7.6	5	1	23	1	1	55	32	7.6	1.2948362827301	1.0325630943106	17	55	1075	18	38	18	50	1130	19	41	55	6	32	5	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
143	2002	47	7	3	1	2	5	1	2	2	2	1	1	7	4	6	5	4	2.4	3	2.4	3	23	5	6	1	10	10	2.4	1.4633629322052	1.166954137392	13	40	820	14	27	13	50	830	14	27	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
144	2002	47	7	3	1	2	5	2	2	2	2	1	1	7	4	6	5	4	1.6	2	1.6	2	5	5	6	1	9	9	1.6	1.4633629322052	1.166954137392	14	13	853	15	28	14	22	862	15	28	9	3	9	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
145	2002	47	7	3	1	2	5	3	2	2	2	1	1	7	4	6	5	4	1.4	2	1.4	2	5	23	6	1	6	6	1.4	1.4633629322052	1.166954137392	15	0	900	16	30	15	6	906	16	30	6	2	6	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
146	2002	47	7	3	1	2	5	4	2	2	2	1	1	7	4	6	8	7	2.6	3	2.6	3	23	10	10	1	10	10	2.6	1.31671011447906	1.0500063121879	16	53	1013	17	34	17	3	1023	18	35	10	3	10	3	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
147	2002	47	7	3	1	2	5	5	2	2	2	1	1	7	4	6	8	7	2.6	3	2.6	3	10	23	10	1	6	6	2.6	1.31671011447906	1.0500063121879	21	46	1306	22	47	21	52	1312	22	47	6	2	6	2	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148	2002	49	7	3	1	2	7	1	2	2	2	3	3	23	11	17	1	1	7.9	5	7	5	23	1	1	1	64	55	13.3	1.3177193403244	1.0508111161431	8	15	495	9	14	9	19	559	10	18	64	7	55	6	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
149	2002	49	7	3	1	2	7	2	2	2	2	3	3	23	11	17	1	1	7.9	5	7.6	5	1	23	1	1	39	29	9.7	1.3177193403244	1.0508111161431	17	32	1052	18	37	18	11	1091	19	39	39	5	29	4	7	7	530	550	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
