pid,gender,job,occ,inc
census_1081,male,work,blue,low
census_1082,male,work,white,low
census_1083,other,work,white,medium
census_1084,male,work,blue,low
census_1085,other,work,blue,high
census_1086,other,education,white,low
census_1087,other,education,white,high
census_1088,other,work,blue,medium
census_1089,female,work,white,low
census_1090,other,education,blue,high
census_1091,male,work,blue,low
census_1092,other,work,white,medium
census_1093,male,education,white,medium
census_1094,female,work,blue,high
census_1095,male,work,white,high
census_1096,male,work,blue,high
census_1097,male,work,blue,medium
census_1098,female,work,blue,high
census_1099,other,work,white,high
census_1100,female,work,blue,high
census_1101,male,work,white,medium
census_1102,male,work,blue,high
census_1103,male,work,white,medium
census_1104,male,work,blue,high
census_1105,other,work,blue,high
census_1106,female,work,white,low
census_1107,other,education,blue,high
census_1108,other,work,blue,high
census_1109,male,work,blue,low
census_1110,other,work,blue,high
census_1111,male,work,blue,high
census_1112,male,work,blue,low
census_1113,female,work,white,high
census_1114,male,education,blue,low
census_1115,female,work,blue,low
census_1116,male,work,blue,high
census_1117,female,education,white,medium
census_1118,other,work,white,high
census_1119,female,work,blue,medium
census_1120,male,work,white,high
census_1121,male,work,white,high
census_1122,male,work,white,low
census_1123,male,work,white,low
census_1124,other,work,blue,medium
census_1125,male,work,white,high
census_1126,female,education,blue,low
census_1127,other,work,blue,high
census_1128,female,work,blue,low
census_1129,other,education,white,medium
census_1130,male,work,white,high
census_1131,other,work,white,high
census_1132,female,education,blue,medium
census_1133,male,work,white,high
census_1134,other,work,white,medium
census_1135,female,work,blue,low
census_1136,other,work,white,low
census_1137,other,work,blue,medium
census_1138,other,education,blue,medium
census_1139,male,work,white,low
census_1140,other,work,white,medium
census_1141,female,work,blue,medium
census_1142,male,work,blue,high
census_1143,male,work,white,high
census_1144,other,work,white,medium
census_1145,other,education,blue,low
census_1146,male,work,blue,high
census_1147,other,work,white,low
census_1148,other,education,blue,high
census_1149,female,work,white,low
census_1150,other,work,blue,low
census_1151,male,work,blue,medium
census_1152,female,education,blue,medium
census_1153,other,work,blue,medium
census_1154,male,work,blue,medium
census_1155,other,work,blue,high
census_1156,other,work,white,high
census_1157,other,work,white,medium
census_1158,female,work,blue,high
census_1159,male,work,white,high
census_1160,female,work,blue,low
census_1161,male,work,white,medium
census_1162,other,work,blue,high
census_1163,male,work,white,medium
census_1164,other,work,white,medium
census_1165,other,work,blue,low
census_1166,other,work,white,medium
census_1167,other,work,blue,medium
census_1168,other,work,blue,medium
census_1169,female,work,white,medium
census_1170,other,work,white,medium
census_1171,female,work,white,low
census_1172,female,work,blue,medium
census_1173,male,work,blue,high
census_1174,other,work,white,medium
census_1175,female,work,white,low
census_1176,other,education,white,low
census_1177,male,work,blue,high
census_1178,male,work,white,high
census_1179,male,work,white,high
census_1180,male,work,white,high
census_1181,female,education,white,low
census_1182,female,education,white,medium
census_1183,other,education,blue,low
census_1184,male,work,white,high
census_1185,female,work,blue,medium
census_1186,other,work,white,high
census_1187,other,work,blue,high
census_1188,male,work,blue,high
census_1189,other,work,blue,high
census_1190,male,education,white,low
census_1191,other,work,white,low
census_1192,female,work,white,high
census_1193,male,education,blue,high
census_1194,female,work,blue,medium
census_1195,female,work,white,low
census_1196,male,work,blue,medium
census_1197,female,work,white,high
census_1198,male,work,blue,medium
census_1199,other,education,blue,medium
census_1200,female,work,white,medium
census_1201,female,work,blue,medium
census_1202,female,work,white,medium
census_1203,female,work,white,high
census_1204,male,work,white,low
census_1205,female,work,white,high
census_1206,male,work,white,low
census_1207,male,work,blue,low
census_1208,male,work,white,low
census_1209,male,education,white,high
census_1210,other,work,blue,low
census_1211,female,work,white,medium
census_1212,female,work,blue,medium
census_1213,other,education,blue,high
census_1214,female,work,white,high
census_1215,other,education,blue,medium
census_1216,male,work,white,high
census_1217,female,work,white,medium
census_1218,male,education,white,high
census_1219,male,work,white,high
census_1220,female,education,white,high
census_1221,male,work,blue,medium
census_1222,female,work,white,low
census_1223,male,work,white,medium
census_1224,male,work,white,medium
census_1225,other,work,blue,low
census_1226,other,education,white,low
census_1227,female,work,blue,high
census_1228,other,education,blue,high
census_1229,other,work,blue,low
census_1230,other,work,blue,high
census_1231,female,education,blue,high
census_1232,male,work,white,high
census_1233,other,work,blue,high
census_1234,other,work,white,low
census_1235,other,education,white,low
census_1236,other,work,white,medium
census_1237,male,work,white,low
census_1238,female,work,white,low
census_1239,male,work,white,high
census_1240,male,work,white,medium
census_1241,male,work,white,high
census_1242,other,work,blue,medium
census_1243,other,work,blue,high
census_1244,male,education,blue,high
census_1245,other,work,blue,medium
census_1246,other,education,blue,low
census_1247,other,work,white,low
census_1248,female,work,white,high
census_1249,other,work,blue,high
census_1250,female,work,white,low
census_1251,male,work,blue,medium
census_1252,male,work,blue,low
census_1253,other,education,white,high
census_1254,female,work,blue,medium
census_1255,male,work,white,medium
census_1256,other,education,white,medium
census_1257,other,work,blue,low
census_1258,female,education,blue,low
census_1259,female,work,white,medium
census_1260,other,work,blue,low
census_1261,other,work,blue,high
census_1262,other,work,blue,low
census_1263,other,education,white,medium
census_1264,other,work,blue,low
census_1265,female,work,white,low
census_1266,male,education,white,low
census_1267,male,work,blue,high
census_1268,other,work,white,medium
census_1269,male,education,blue,high
census_1270,female,work,white,high
census_1271,other,work,blue,high
census_1272,female,work,white,low
census_1273,male,work,blue,high
census_1274,other,work,blue,high
census_1275,other,work,white,low
census_1276,male,work,white,medium
census_1277,other,work,blue,high
census_1278,male,education,white,medium
census_1279,female,work,white,medium
census_1280,other,education,white,high
census_1281,female,education,white,low
census_1282,female,work,blue,low
census_1283,other,work,white,medium
census_1284,male,work,white,high
census_1285,female,work,blue,high
census_1286,female,work,white,low
census_1287,other,work,blue,high
census_1288,other,work,blue,high
census_1289,male,work,white,medium
census_1290,male,work,white,low
census_1291,male,work,white,high
census_1292,male,work,white,low
census_1293,other,work,white,high
census_1294,female,education,blue,high
census_1295,other,work,blue,low
census_1296,female,work,white,medium
census_1297,female,work,blue,medium
census_1298,female,education,blue,medium
census_1299,other,education,blue,low
census_1300,other,work,blue,medium
census_1301,female,work,white,medium
census_1302,male,work,white,low
census_1303,male,work,blue,high
census_1304,other,work,blue,low
census_1305,female,work,blue,medium
census_1306,other,work,blue,low
census_1307,other,work,blue,medium
census_1308,other,work,blue,high
census_1309,female,work,white,high
census_1310,other,work,blue,low
census_1311,male,work,white,medium
census_1312,female,work,blue,low
census_1313,other,work,white,medium
census_1314,female,work,blue,medium
census_1315,female,education,blue,medium
census_1316,male,work,white,low
census_1317,male,work,white,low
census_1318,male,education,blue,high
census_1319,female,work,white,high
census_1320,male,work,white,low
census_1321,other,work,blue,low
census_1322,female,work,white,high
census_1323,female,work,blue,high
census_1324,other,work,blue,high
census_1325,other,work,blue,medium
census_1326,male,work,blue,medium
census_1327,other,work,blue,high
census_1328,male,work,white,medium
census_1329,other,education,white,high
census_1330,other,work,blue,high
census_1331,male,work,blue,high
census_1332,female,work,white,medium
census_1333,female,work,blue,high
census_1334,male,work,white,low
census_1335,other,work,blue,low
census_1336,female,education,white,low
census_1337,male,work,white,low
census_1338,male,education,white,medium
census_1339,female,work,white,low
census_1340,male,education,blue,low
census_1341,other,work,white,high
census_1342,male,education,blue,medium
census_1343,female,work,white,high
census_1344,other,work,blue,low
census_1345,other,education,blue,medium
census_1346,male,work,blue,high
census_1347,female,work,blue,high
census_1348,female,education,blue,high
census_1349,female,work,white,medium
census_1350,other,work,white,high
census_1351,other,work,blue,high
census_1352,female,work,blue,high
census_1353,other,work,blue,low
census_1354,male,work,blue,high
census_1355,other,work,white,high
census_1356,other,work,blue,medium
census_1357,male,work,blue,low
census_1358,other,education,white,low
census_1359,male,education,white,low
census_1360,female,work,blue,low
census_1361,male,work,blue,low
census_1362,female,education,white,low
census_1363,male,work,white,low
census_1364,female,work,blue,high
census_1365,male,work,blue,low
census_1366,male,work,blue,low
census_1367,other,education,blue,medium
census_1368,other,education,blue,medium
census_1369,female,work,blue,medium
census_1370,female,work,blue,high
census_1371,other,education,white,high
census_1372,female,work,blue,medium
census_1373,other,education,white,low
census_1374,male,work,blue,low
census_1375,other,work,blue,high
census_1376,female,work,white,low
census_1377,other,education,white,high
census_1378,other,work,blue,low
census_1379,male,work,blue,high
census_1380,other,education,white,high
census_1381,other,education,white,medium
census_1382,other,work,white,high
census_1383,other,work,white,medium
census_1384,other,work,white,high
census_1385,female,work,white,high
census_1386,male,work,white,high
census_1387,male,work,blue,high
census_1388,female,work,blue,low
census_1389,other,work,white,low
census_1390,male,work,white,low
census_1391,other,work,blue,high
census_1392,other,work,white,high
census_1393,other,work,blue,medium
census_1394,female,work,white,low
census_1395,other,education,blue,high
census_1396,other,work,blue,low
census_1397,other,education,blue,medium
census_1398,female,work,blue,low
census_1399,female,work,white,low
census_1400,male,work,white,medium
census_1401,male,education,blue,low
census_1402,female,work,blue,low
census_1403,other,work,white,medium
census_1404,other,work,white,high
census_1405,male,work,white,low
census_1406,other,work,white,low
census_1407,female,work,white,high
census_1408,female,work,blue,high
census_1409,male,work,white,high
census_1410,female,education,blue,low
census_1411,female,work,blue,medium
census_1412,male,work,white,medium
census_1413,male,work,white,low
census_1414,male,work,blue,high
census_1415,female,education,blue,high
census_1416,male,work,white,low
census_1417,male,work,blue,high
census_1418,female,work,blue,low
census_1419,male,work,blue,low
census_1420,female,work,white,high
census_1421,male,work,white,medium
census_1422,other,education,blue,low
census_1423,male,work,white,medium
census_1424,male,work,blue,high
census_1425,male,work,white,medium
census_1426,other,education,white,low
census_1427,other,work,white,high
census_1428,other,work,white,medium
census_1429,female,education,blue,low
census_1430,male,work,blue,medium
census_1431,female,work,blue,high
census_1432,other,work,blue,low
census_1433,female,work,white,medium
census_1434,male,work,white,high
census_1435,male,education,white,medium
census_1436,female,work,white,high
census_1437,male,education,blue,low
census_1438,other,work,white,high
census_1439,male,work,blue,low
census_1440,male,work,white,medium
census_1441,female,work,white,high
census_1442,male,education,blue,medium
census_1443,female,education,white,low
census_1444,male,work,white,high
census_1445,male,education,blue,high
census_1446,male,education,blue,high
census_1447,other,education,blue,low
census_1448,other,work,white,high
census_1449,female,work,white,medium
census_1450,female,work,white,high
census_1451,female,education,blue,medium
census_1452,male,work,blue,medium
census_1453,female,work,blue,low
census_1454,male,work,white,medium
census_1455,male,work,blue,medium
census_1456,male,work,white,high
census_1457,other,work,blue,low
census_1458,female,work,white,low
census_1459,male,work,blue,high
census_1460,male,work,white,high
census_1461,other,work,blue,low
census_1462,other,work,white,high
census_1463,other,work,blue,medium
census_1464,other,work,blue,low
census_1465,other,work,blue,medium
census_1466,male,work,blue,low
census_1467,other,work,white,medium
census_1468,female,work,blue,high
census_1469,other,education,blue,low
census_1470,female,education,white,medium
census_1471,female,work,white,low
census_1472,male,education,blue,high
census_1473,male,work,blue,low
census_1474,male,work,blue,medium
census_1475,male,education,blue,high
census_1476,female,work,white,high
census_1477,male,work,blue,high
census_1478,male,work,white,medium
census_1479,other,work,blue,medium
census_1480,male,work,blue,low
census_1481,male,education,blue,high
census_1482,female,work,blue,medium
census_1483,female,work,white,high
census_1484,other,work,blue,low
census_1485,female,work,blue,medium
census_1486,male,work,blue,medium
census_1487,male,work,blue,low
census_1488,female,work,blue,low
census_1489,male,work,blue,low
census_1490,other,work,blue,high
census_1491,male,work,blue,low
census_1492,male,work,blue,medium
census_1493,female,education,blue,medium
census_1494,other,education,white,low
census_1495,male,education,white,low
census_1496,other,work,blue,low
census_1497,female,work,white,medium
census_1498,female,work,blue,high
census_1499,male,work,white,high
census_1500,female,work,white,high
census_1501,male,education,white,high
census_1502,male,work,white,low
census_1503,other,work,blue,medium
census_1504,other,work,white,high
census_1505,female,work,blue,medium
census_1506,female,work,blue,high
census_1507,female,education,white,low
census_1508,female,work,white,medium
census_1509,female,work,blue,high
census_1510,other,work,white,medium
census_1511,other,work,blue,medium
census_1512,female,work,white,high
census_1513,male,work,blue,low
census_1514,female,work,blue,low
census_1515,male,work,blue,low
census_1516,male,work,blue,medium
census_1517,male,work,white,low
census_1518,female,work,white,low
census_1519,female,education,white,high
census_1520,female,work,blue,high
census_1521,female,work,white,medium
census_1522,other,work,blue,high
census_1523,male,work,blue,medium
census_1524,male,work,white,low
census_1525,other,education,white,low
census_1526,female,work,white,high
census_1527,female,work,white,medium
census_1528,other,education,white,medium
census_1529,male,work,blue,low
census_1530,female,work,blue,medium
census_1531,other,work,blue,low
census_1532,female,work,white,medium
census_1533,other,work,blue,medium
census_1534,male,work,white,medium
census_1535,male,education,white,low
census_1536,other,work,blue,low
census_1537,other,education,blue,low
census_1538,other,work,white,low
census_1539,female,work,white,low
census_1540,male,work,blue,low
census_1541,male,work,blue,low
census_1542,male,work,white,low
census_1543,other,education,white,medium
census_1544,other,work,blue,low
census_1545,female,education,blue,medium
census_1546,female,work,white,medium
census_1547,other,work,blue,high
census_1548,female,work,blue,low
census_1549,male,work,white,high
census_1550,male,work,white,high
census_1551,other,work,blue,low
census_1552,male,work,blue,medium
census_1553,other,work,white,low
census_1554,male,work,white,high
census_1555,other,work,blue,medium
census_1556,other,work,blue,high
census_1557,female,work,blue,high
census_1558,other,education,blue,medium
census_1559,male,education,blue,medium
census_1560,male,education,white,high
census_1561,male,work,white,high
census_1562,female,work,blue,high
census_1563,male,education,white,low
census_1564,male,work,blue,high
census_1565,other,work,blue,medium
census_1566,other,work,blue,low
census_1567,female,work,white,medium
census_1568,other,education,white,high
census_1569,female,work,white,low
census_1570,female,work,white,medium
census_1571,other,work,blue,medium
census_1572,male,work,white,medium
census_1573,female,work,white,low
census_1574,other,work,white,medium
census_1575,male,work,white,high
census_1576,female,work,blue,low
census_1577,male,work,white,high
census_1578,male,education,blue,medium
census_1579,other,work,blue,medium
census_1580,other,education,white,low
census_1581,other,work,blue,medium
census_1582,other,work,blue,medium
census_1583,other,work,white,high
census_1584,female,work,blue,low
census_1585,other,education,blue,low
census_1586,female,work,blue,high
census_1587,female,work,white,high
census_1588,female,education,blue,medium
census_1589,other,education,white,medium
census_1590,male,work,blue,high
census_1591,female,education,blue,high
census_1592,male,work,blue,medium
census_1593,female,work,white,high
census_1594,male,work,white,medium
census_1595,female,work,blue,low
census_1596,other,education,white,high
census_1597,female,work,white,low
census_1598,male,education,blue,medium
census_1599,female,work,white,low
census_1600,other,work,white,low
census_1601,other,work,white,high
census_1602,male,work,blue,low
census_1603,female,education,blue,low
census_1604,male,work,white,high
census_1605,other,work,blue,low
census_1606,male,work,blue,high
census_1607,female,work,white,low
census_1608,female,education,white,high
census_1609,other,work,white,medium
census_1610,other,work,white,medium
census_1611,other,education,white,low
census_1612,male,work,white,medium
census_1613,female,work,white,medium
census_1614,female,work,blue,medium
census_1615,female,work,white,low
census_1616,other,work,white,high
census_1617,female,work,blue,high
census_1618,female,work,white,low
census_1619,other,education,blue,medium
census_1620,male,work,blue,medium
census_1621,female,work,white,low
census_1622,male,work,blue,medium
census_1623,other,work,white,medium
census_1624,other,education,white,low
census_1625,other,work,white,high
census_1626,male,work,blue,high
census_1627,other,education,blue,medium
census_1628,male,work,white,low
census_1629,female,work,blue,low
census_1630,male,education,blue,medium
census_1631,male,work,blue,high
census_1632,male,work,blue,high
census_1633,female,work,blue,medium
census_1634,female,work,blue,medium
census_1635,female,work,blue,high
census_1636,other,work,blue,medium
census_1637,female,education,blue,medium
census_1638,female,work,blue,medium
census_1639,other,work,white,high
census_1640,female,education,white,high
census_1641,other,education,white,high
census_1642,male,work,white,low
census_1643,female,work,white,high
census_1644,other,work,white,high
census_1645,other,work,blue,high
census_1646,other,education,white,low
census_1647,male,work,white,low
census_1648,male,work,white,low
census_1649,male,work,white,low
census_1650,male,work,white,low
census_1651,female,education,blue,low
census_1652,female,work,white,high
census_1653,female,education,white,low
census_1654,male,work,blue,low
census_1655,female,work,blue,high
census_1656,other,work,white,low
census_1657,other,work,blue,low
census_1658,male,work,white,low
census_1659,other,work,white,low
census_1660,female,work,blue,low
census_1661,other,work,blue,high
census_1662,female,work,white,medium
census_1663,other,work,blue,medium
census_1664,female,education,blue,high
census_1665,female,work,blue,low
census_1666,female,work,blue,high
census_1667,female,work,white,medium
census_1668,male,work,blue,high
census_1669,male,work,white,high
census_1670,male,work,white,low
census_1671,other,work,blue,high
census_1672,other,work,white,high
census_1673,male,work,white,medium
census_1674,male,work,blue,high
census_1675,male,work,blue,high
census_1676,female,education,white,medium
census_1677,other,work,white,high
census_1678,other,work,white,medium
census_1679,male,work,blue,high
census_1680,male,work,white,low
census_1681,other,education,blue,high
census_1682,female,work,blue,high
census_1683,female,work,white,medium
census_1684,male,work,blue,low
census_1685,male,work,blue,high
census_1686,male,education,white,medium
census_1687,male,work,white,medium
census_1688,male,work,white,low
census_1689,female,work,white,low
census_1690,female,work,blue,medium
census_1691,male,education,white,medium
census_1692,female,education,blue,high
census_1693,male,work,white,high
census_1694,female,education,blue,medium
census_1695,female,work,blue,medium
census_1696,other,education,white,medium
census_1697,female,education,blue,medium
census_1698,female,work,blue,medium
census_1699,other,work,blue,high
census_1700,other,work,white,low
census_1701,other,work,blue,medium
census_1702,male,work,blue,high
census_1703,male,work,blue,medium
census_1704,other,work,blue,high
census_1705,male,work,white,low
census_1706,other,work,white,medium
census_1707,other,work,white,low
census_1708,male,work,white,medium
census_1709,male,work,blue,medium
census_1710,male,work,white,medium
census_1711,female,work,blue,high
census_1712,female,work,blue,medium
census_1713,male,work,white,medium
census_1714,other,work,blue,low
census_1715,other,education,white,low
census_1716,other,work,white,medium
census_1717,other,education,blue,medium
census_1718,female,work,white,low
census_1719,female,work,blue,high
census_1720,female,work,white,medium
census_1721,other,work,white,low
census_1722,other,work,blue,low
census_1723,other,work,blue,high
census_1724,male,work,white,low
census_1725,female,work,white,high
census_1726,male,work,white,low
census_1727,female,work,blue,medium
census_1728,female,work,blue,high
census_1729,female,work,blue,low
census_1730,female,work,blue,high
census_1731,other,education,blue,low
census_1732,other,work,blue,high
census_1733,female,work,blue,low
census_1734,male,work,white,low
census_1735,male,work,blue,low
census_1736,male,education,blue,low
census_1737,male,education,blue,high
census_1738,other,education,white,low
census_1739,female,education,blue,low
census_1740,female,work,blue,low
census_1741,male,work,blue,medium
census_1742,other,work,white,medium
census_1743,male,work,blue,medium
census_1744,other,work,white,medium
census_1745,other,work,white,low
census_1746,other,education,white,medium
census_1747,other,education,blue,medium
census_1748,male,work,blue,low
census_1749,other,education,white,medium
census_1750,other,work,blue,low
census_1751,other,work,blue,medium
census_1752,female,work,blue,low
census_1753,female,work,white,medium
census_1754,other,education,blue,high
census_1755,male,work,blue,medium
census_1756,other,work,blue,high
census_1757,male,education,blue,low
census_1758,male,work,white,high
census_1759,other,work,blue,high
census_1760,female,work,blue,low
census_1761,female,work,blue,medium
census_1762,male,work,white,medium
census_1763,female,work,blue,medium
census_1764,female,work,white,medium
census_1765,female,work,blue,medium
census_1766,male,work,blue,high
census_1767,other,work,white,high
census_1768,female,education,blue,medium
census_1769,female,work,white,low
census_1770,female,work,white,high
census_1771,female,work,white,low
census_1772,other,work,blue,low
census_1773,female,work,white,high
census_1774,female,work,blue,high
census_1775,female,work,white,medium
census_1776,male,work,blue,high
census_1777,female,work,blue,medium
census_1778,other,education,white,medium
census_1779,male,work,blue,high
census_1780,other,education,blue,high
census_1781,male,work,white,medium
census_1782,male,work,white,low
census_1783,other,work,blue,low
census_1784,female,work,white,medium
census_1785,other,work,blue,low
census_1786,other,education,blue,high
census_1787,female,work,white,medium
census_1788,other,work,white,medium
census_1789,other,work,white,high
census_1790,male,education,blue,medium
census_1791,male,work,blue,low
census_1792,other,work,blue,low
census_1793,other,work,white,medium
census_1794,male,work,blue,low
census_1795,male,work,blue,medium
census_1796,female,work,white,low
census_1797,other,education,white,medium
census_1798,male,work,blue,high
census_1799,other,work,white,low
census_1800,other,work,white,low
census_1801,male,education,white,medium
census_1802,other,work,blue,high
census_1803,female,work,blue,low
census_1804,female,work,white,high
census_1805,other,work,white,medium
census_1806,female,work,blue,low
census_1807,female,work,white,low
census_1808,male,work,white,medium
census_1809,female,work,white,low
census_1810,other,work,blue,low
census_1811,other,work,white,medium
census_1812,male,work,white,medium
census_1813,female,work,blue,medium
census_1814,female,work,blue,medium
census_1815,female,work,white,medium
census_1816,other,work,blue,high
census_1817,female,work,white,high
census_1818,other,work,white,low
census_1819,male,work,blue,low
census_1820,male,education,blue,low
census_1821,female,education,blue,medium
census_1822,female,work,blue,high
census_1823,other,education,blue,high
census_1824,male,education,blue,high
census_1825,female,work,white,medium
census_1826,male,work,white,medium
census_1827,male,work,blue,high
census_1828,male,work,blue,high
census_1829,female,education,white,medium
census_1830,male,work,blue,medium
census_1831,other,education,white,low
census_1832,other,work,white,low
census_1833,other,work,white,high
census_1834,male,work,white,high
census_1835,female,work,blue,low
census_1836,other,work,white,low
census_1837,female,work,blue,medium
census_1838,other,work,white,medium
census_1839,other,work,blue,low
census_1840,other,work,blue,low
census_1841,female,work,white,low
census_1842,other,work,blue,medium
census_1843,male,work,blue,low
census_1844,male,education,blue,low
census_1845,female,education,blue,low
census_1846,male,work,white,high
census_1847,male,work,blue,high
census_1848,other,work,blue,high
census_1849,female,work,blue,high
census_1850,female,work,white,low
census_1851,female,work,blue,low
census_1852,male,work,blue,high
census_1853,other,work,white,medium
census_1854,male,work,white,low
census_1855,other,work,white,high
census_1856,male,work,white,medium
census_1857,female,work,blue,medium
census_1858,other,work,blue,low
census_1859,male,work,white,high
census_1860,other,work,white,low
census_1861,male,work,blue,medium
census_1862,male,work,white,high
census_1863,other,education,blue,low
census_1864,male,work,white,low
census_1865,male,work,white,medium
census_1866,female,work,blue,low
census_1867,other,work,white,medium
census_1868,male,education,white,medium
census_1869,male,work,white,high
census_1870,male,work,white,high
census_1871,male,work,white,high
census_1872,male,work,blue,low
census_1873,male,work,white,medium
census_1874,male,work,white,low
census_1875,other,education,white,low
census_1876,female,work,white,high
census_1877,male,work,white,medium
census_1878,female,work,white,high
census_1879,male,work,white,low
census_1880,female,education,white,high
census_1881,other,work,white,low
census_1882,male,work,white,medium
census_1883,male,work,white,medium
census_1884,other,work,blue,high
census_1885,other,education,white,low
census_1886,male,work,blue,medium
census_1887,female,work,white,medium
census_1888,male,work,white,high
census_1889,female,work,blue,low
census_1890,male,work,blue,medium
census_1891,other,work,blue,low
census_1892,male,work,blue,low
census_1893,other,work,blue,high
census_1894,other,education,white,high
census_1895,male,work,white,high
census_1896,male,work,blue,high
census_1897,other,work,blue,high
census_1898,female,work,white,high
census_1899,other,work,white,medium
census_1900,other,work,white,high
census_1901,male,education,white,medium
census_1902,female,work,white,high
census_1903,female,work,white,low
census_1904,other,work,blue,medium
census_1905,female,education,white,high
census_1906,female,education,blue,high
census_1907,female,work,white,high
census_1908,other,work,blue,low
census_1909,male,work,white,low
census_1910,male,education,white,low
census_1911,male,work,blue,high
census_1912,female,work,blue,medium
census_1913,female,work,white,low
census_1914,other,work,blue,medium
census_1915,female,work,white,medium
census_1916,female,work,blue,low
census_1917,female,work,blue,low
census_1918,female,work,blue,low
census_1919,female,work,blue,low
census_1920,other,work,white,high
census_1921,other,work,white,low
census_1922,other,work,blue,medium
census_1923,female,work,white,high
census_1924,male,work,white,high
census_1925,male,work,blue,high
census_1926,other,work,white,low
census_1927,female,work,blue,low
census_1928,other,education,white,medium
census_1929,other,work,blue,low
census_1930,other,work,blue,medium
census_1931,other,work,white,low
census_1932,male,work,blue,medium
census_1933,other,education,blue,low
census_1934,male,work,blue,medium
census_1935,female,education,white,low
census_1936,female,work,blue,medium
census_1937,female,education,white,high
census_1938,female,work,blue,high
census_1939,other,work,blue,medium
census_1940,male,work,white,low
census_1941,other,work,white,high
census_1942,male,work,blue,high
census_1943,female,work,white,high
census_1944,other,work,blue,medium
census_1945,other,work,white,medium
census_1946,male,work,blue,medium
census_1947,other,work,white,high
census_1948,female,work,white,high
census_1949,other,work,white,high
census_1950,other,work,white,low
census_1951,female,work,blue,low
census_1952,other,work,blue,high
census_1953,male,work,blue,medium
census_1954,other,work,white,medium
census_1955,other,work,white,high
census_1956,female,work,blue,low
census_1957,male,work,blue,high
census_1958,male,work,blue,low
census_1959,female,work,white,low
census_1960,male,work,white,low
census_1961,other,education,blue,low
census_1962,male,work,blue,high
census_1963,female,work,white,medium
census_1964,other,work,blue,medium
census_1965,male,work,blue,medium
census_1966,male,work,white,low
census_1967,female,work,blue,medium
census_1968,female,work,blue,high
census_1969,female,work,blue,medium
census_1970,female,work,blue,low
census_1971,female,work,white,low
census_1972,other,education,white,low
census_1973,other,education,blue,medium
census_1974,male,work,white,high
census_1975,male,work,blue,low
census_1976,male,work,white,medium
census_1977,other,work,white,medium
census_1978,female,work,white,low
census_1979,female,work,blue,high
census_1980,male,work,white,medium
census_1981,other,work,white,high
census_1982,male,work,blue,high
census_1983,other,work,white,low
census_1984,male,work,white,medium
census_1985,female,work,blue,low
census_1986,other,education,white,medium
census_1987,female,work,white,low
census_1988,male,work,white,low
census_1989,male,work,white,low
census_1990,male,work,blue,low
census_1991,male,education,white,high
census_1992,female,work,blue,high
census_1993,male,work,white,high
census_1994,male,work,blue,medium
census_1995,male,work,white,high
census_1996,female,work,white,medium
census_1997,other,work,blue,low
census_1998,other,education,blue,high
census_1999,other,work,blue,low
census_2000,other,work,white,high
census_2001,female,work,white,high
census_2002,female,work,white,low
census_2003,male,work,white,medium
census_2004,female,work,white,low
census_2005,other,work,white,low
census_2006,female,work,blue,high
census_2007,female,work,blue,high
census_2008,female,work,white,medium
census_2009,female,education,blue,medium
census_2010,male,work,white,low
census_2011,male,work,blue,medium
census_2012,male,work,blue,medium
census_2013,female,work,blue,low
census_2014,female,work,blue,high
census_2015,female,work,blue,high
census_2016,female,work,blue,high
census_2017,other,work,blue,low
census_2018,other,education,blue,high
census_2019,other,work,white,low
census_2020,other,education,blue,high
census_2021,female,education,blue,high
census_2022,male,work,blue,high
census_2023,other,education,white,low
census_2024,male,work,blue,high
census_2025,other,work,white,low
census_2026,female,work,blue,medium
census_2027,male,work,white,high
census_2028,female,education,white,medium
census_2029,female,work,blue,medium
census_2030,female,work,white,high
census_2031,female,work,white,medium
census_2032,male,work,blue,low
census_2033,male,work,blue,low
census_2034,male,work,white,low
census_2035,female,work,blue,low
census_2036,other,work,white,high
census_2037,other,work,white,high
census_2038,male,work,blue,high
census_2039,female,work,white,high
census_2040,female,work,white,low
census_2041,other,education,white,medium
census_2042,female,work,white,medium
census_2043,female,work,blue,medium
census_2044,male,work,white,medium
census_2045,female,work,white,low
census_2046,female,work,blue,medium
census_2047,female,work,white,high
census_2048,other,work,blue,high
census_2049,male,work,blue,high
census_2050,male,work,blue,high
census_2051,male,work,blue,medium
census_2052,female,work,blue,low
census_2053,other,work,blue,low
census_2054,other,work,blue,low
census_2055,female,education,blue,medium
census_2056,other,education,white,low
census_2057,male,work,blue,high
census_2058,male,work,blue,high
census_2059,other,work,white,high
census_2060,male,education,white,low
census_2061,female,work,white,low
census_2062,male,work,blue,high
census_2063,female,work,blue,low
census_2064,male,education,white,low
census_2065,male,work,blue,low
census_2066,female,education,white,low
census_2067,female,work,white,high
census_2068,female,work,blue,high
census_2069,female,education,blue,low
census_2070,male,work,white,high
census_2071,other,work,white,medium
census_2072,male,work,white,low
census_2073,other,work,white,medium
census_2074,male,work,blue,low
census_2075,other,work,white,high
census_2076,male,work,white,low
census_2077,male,work,white,high
census_2078,female,work,blue,low
census_2079,male,work,blue,low
census_2080,other,work,blue,low
census_2081,female,work,white,high
census_2082,male,work,white,low
census_2083,other,education,white,medium
census_2084,male,work,blue,low
census_2085,male,work,white,high
census_2086,other,work,blue,low
census_2087,other,work,blue,medium
census_2088,female,work,blue,medium
census_2089,other,work,white,high
census_2090,female,work,white,low
census_2091,male,work,white,medium
census_2092,other,work,blue,low
